PV [kW],Battery [kWh],Inverter [kW],CAPEX [€],Self-Consumption [%],Self-Sufficiency [%],Earning for Discharge to Grid,Earning for PV Feed-in to Grid,Opportunity Cost of Not PV Feed-in to Grid,Savings from Avoided Grid Import Cost,Cost for Covering Load from Grid,Cost for Charging Battery from Grid,Total Earnings,Energy Cost,Fixed Annual Cost [€],Net Bill [€],Optimization Profit,Cycles,Grid Import [kWh],Grid Export [kWh],Opt. Profit / kWh Battery [€/kWh],Opt. Profit / kWp PV [€/kW],Opt. Profit / kW Inverter [€/kW],Opt. Profit / CAPEX,Cycles / CAPEX [cycle/€]
14.0,7.0,12.0,12485.0,23.46,96.41,113.58,726.47,116.59,460.56,32.63,1.29,840.05,33.92,160.2,645.92,989.89,327.86,119.69,13387.18,141.4126,70.7063,82.4907,0.079286,0.02626
14.0,7.0,13.0,12675.0,23.46,96.41,113.58,726.47,116.59,460.56,32.63,1.29,840.05,33.92,160.2,645.92,989.89,327.86,119.69,13387.18,141.4126,70.7063,76.1453,0.078098,0.025867
14.0,7.0,14.0,12865.0,23.46,96.41,113.58,726.47,116.59,460.56,32.63,1.29,840.05,33.92,160.2,645.92,989.89,327.86,119.69,13387.18,141.4126,70.7063,70.7063,0.076944,0.025484
14.0,8.0,7.0,11885.0,24.99,97.37,150.0,716.22,126.84,468.92,24.27,1.29,866.22,25.56,160.2,680.45,1022.53,318.61,88.74,13328.62,127.8159,73.0377,146.0753,0.086035,0.026808
14.0,8.0,8.0,12075.0,24.99,97.37,150.07,716.25,126.81,468.92,24.27,1.29,866.32,25.56,160.2,680.56,1022.67,318.68,88.74,13328.56,127.8331,73.0475,127.8331,0.084693,0.026392
14.0,8.0,9.0,12265.0,24.99,97.37,150.07,716.25,126.81,468.92,24.27,1.29,866.32,25.56,160.2,680.56,1022.67,318.68,88.74,13328.56,127.8331,73.0475,113.6295,0.083381,0.025983
14.0,8.0,10.0,12455.0,24.99,97.37,150.07,716.25,126.81,468.92,24.27,1.29,866.32,25.56,160.2,680.56,1022.67,318.68,88.74,13328.56,127.8331,73.0475,102.2665,0.082109,0.025587
14.0,8.0,11.0,12645.0,24.99,97.37,150.07,716.25,126.81,468.92,24.27,1.29,866.32,25.56,160.2,680.56,1022.67,318.68,88.74,13328.56,127.8331,73.0475,92.9696,0.080875,0.025202
14.0,8.0,12.0,12835.0,24.99,97.37,150.07,716.25,126.81,468.92,24.27,1.29,866.32,25.56,160.2,680.56,1022.67,318.68,88.74,13328.56,127.8331,73.0475,85.2221,0.079678,0.024829
14.0,8.0,13.0,13025.0,24.99,97.37,150.07,716.25,126.81,468.92,24.27,1.29,866.32,25.56,160.2,680.56,1022.67,318.68,88.74,13328.56,127.8331,73.0475,78.6665,0.078516,0.024467
14.0,8.0,14.0,13215.0,24.99,97.37,150.07,716.25,126.81,468.92,24.27,1.29,866.32,25.56,160.2,680.56,1022.67,318.68,88.74,13328.56,127.8331,73.0475,73.0475,0.077387,0.024115
14.0,8.0,15.0,13405.0,24.99,97.37,150.07,716.25,126.81,468.92,24.27,1.29,866.32,25.56,160.2,680.56,1022.67,318.68,88.74,13328.56,127.8331,73.0475,68.1777,0.07629,0.023774
14.0,9.0,7.0,12235.0,26.4,97.71,186.37,708.09,134.97,471.89,21.3,1.29,894.47,22.59,160.2,711.68,1048.6,309.16,77.93,13292.36,116.511,74.8999,149.7998,0.085705,0.025269
14.0,9.0,8.0,12425.0,26.4,97.7,186.54,708.14,134.92,471.86,21.33,1.29,894.68,22.62,160.2,711.86,1048.79,309.27,77.99,13292.32,116.5327,74.9139,131.0993,0.08441,0.024891
14.0,9.0,9.0,12615.0,26.4,97.7,186.58,708.16,134.9,471.86,21.33,1.29,894.73,22.62,160.2,711.92,1048.87,309.31,77.99,13292.29,116.5415,74.9195,116.5415,0.083145,0.024519
14.0,9.0,10.0,12805.0,26.4,97.7,186.58,708.16,134.9,471.86,21.33,1.29,894.73,22.62,160.2,711.92,1048.87,309.31,77.99,13292.29,116.5415,74.9195,104.8873,0.081911,0.024155
14.0,9.0,11.0,12995.0,26.4,97.7,186.58,708.16,134.9,471.86,21.33,1.29,894.73,22.62,160.2,711.92,1048.87,309.31,77.99,13292.29,116.5415,74.9195,95.3521,0.080714,0.023802
14.0,9.0,12.0,13185.0,26.4,97.7,186.58,708.16,134.9,471.86,21.33,1.29,894.73,22.62,160.2,711.92,1048.87,309.31,77.99,13292.29,116.5415,74.9195,87.4061,0.079551,0.023459
14.0,9.0,13.0,13375.0,26.4,97.7,186.58,708.16,134.9,471.86,21.33,1.29,894.73,22.62,160.2,711.92,1048.87,309.31,77.99,13292.29,116.5415,74.9195,80.6826,0.07842,0.023126
14.0,9.0,14.0,13565.0,26.4,97.7,186.58,708.16,134.9,471.86,21.33,1.29,894.73,22.62,160.2,711.92,1048.87,309.31,77.99,13292.29,116.5415,74.9195,74.9195,0.077322,0.022802
14.0,9.0,15.0,13755.0,26.4,97.7,186.58,708.16,134.9,471.86,21.33,1.29,894.73,22.62,160.2,711.92,1048.87,309.31,77.99,13292.29,116.5415,74.9195,69.9249,0.076254,0.022487
14.0,10.0,7.0,12585.0,27.8,98.02,222.23,699.91,143.15,474.72,18.47,1.29,922.14,19.76,160.2,742.18,1073.75,301.45,67.72,13256.88,107.3746,76.6961,153.3922,0.085319,0.023953
14.0,10.0,8.0,12775.0,27.8,97.99,223.06,699.95,143.11,474.35,18.84,1.29,923.01,20.13,160.2,742.68,1073.92,301.55,68.63,13257.69,107.3916,76.7083,134.2395,0.084064,0.023605
14.0,10.0,9.0,12965.0,27.8,97.99,223.09,699.99,143.07,474.35,18.84,1.29,923.08,20.13,160.2,742.75,1074.03,301.58,68.63,13257.65,107.4028,76.7163,119.3365,0.082841,0.023261
14.0,10.0,10.0,13155.0,27.8,97.99,223.09,700.0,143.06,474.35,18.84,1.29,923.09,20.13,160.2,742.76,1074.05,301.58,68.63,13257.65,107.4051,76.7179,107.4051,0.081646,0.022925
14.0,10.0,11.0,13345.0,27.8,97.99,223.09,700.0,143.06,474.35,18.84,1.29,923.09,20.13,160.2,742.76,1074.05,301.58,68.63,13257.65,107.4051,76.7179,97.641,0.080483,0.022599
14.0,10.0,12.0,13535.0,27.8,97.99,223.09,700.0,143.06,474.35,18.84,1.29,923.09,20.13,160.2,742.76,1074.05,301.58,68.63,13257.65,107.4051,76.7179,89.5042,0.079354,0.022281
14.0,10.0,13.0,13725.0,27.8,97.99,223.09,700.0,143.06,474.35,18.84,1.29,923.09,20.13,160.2,742.76,1074.05,301.58,68.63,13257.65,107.4051,76.7179,82.6193,0.078255,0.021973
14.0,10.0,14.0,13915.0,27.8,97.99,223.09,700.0,143.06,474.35,18.84,1.29,923.09,20.13,160.2,742.76,1074.05,301.58,68.63,13257.65,107.4051,76.7179,76.7179,0.077187,0.021673
14.0,10.0,15.0,14105.0,27.8,97.99,223.09,700.0,143.06,474.35,18.84,1.29,923.09,20.13,160.2,742.76,1074.05,301.58,68.63,13257.65,107.4051,76.7179,71.6034,0.076147,0.021381
14.0,11.0,7.0,12935.0,29.17,98.3,257.84,691.88,151.18,477.03,16.16,1.29,949.72,17.45,160.2,772.07,1097.91,294.79,58.82,13223.11,99.8097,78.4219,156.8438,0.084879,0.02279
14.0,11.0,8.0,13125.0,29.18,98.29,258.62,691.87,151.19,476.93,16.26,1.29,950.49,17.55,160.2,772.74,1098.48,294.92,59.09,13223.23,99.862,78.463,137.3103,0.083694,0.02247
14.0,11.0,9.0,13315.0,29.18,98.27,259.25,691.91,151.15,476.61,16.57,1.29,951.16,17.87,160.2,773.09,1098.55,294.95,59.85,13223.96,99.8683,78.468,122.0613,0.082505,0.022152
14.0,11.0,10.0,13505.0,29.18,98.27,259.25,691.92,151.14,476.61,16.57,1.29,951.17,17.87,160.2,773.11,1098.58,294.95,59.85,13223.96,99.8712,78.4702,109.8583,0.081346,0.02184
14.0,11.0,11.0,13695.0,29.18,98.27,259.25,691.92,151.14,476.61,16.57,1.29,951.17,17.87,160.2,773.11,1098.58,294.95,59.85,13223.96,99.8712,78.4702,99.8712,0.080218,0.021537
14.0,11.0,12.0,13885.0,29.18,98.27,259.25,691.92,151.14,476.61,16.57,1.29,951.17,17.87,160.2,773.11,1098.58,294.95,59.85,13223.96,99.8712,78.4702,91.5486,0.07912,0.021242
14.0,11.0,13.0,14075.0,29.18,98.27,259.25,691.92,151.14,476.61,16.57,1.29,951.17,17.87,160.2,773.11,1098.58,294.95,59.85,13223.96,99.8712,78.4702,84.5064,0.078052,0.020956
14.0,11.0,14.0,14265.0,29.18,98.27,259.25,691.92,151.14,476.61,16.57,1.29,951.17,17.87,160.2,773.11,1098.58,294.95,59.85,13223.96,99.8712,78.4702,78.4702,0.077013,0.020676
14.0,11.0,15.0,14455.0,29.18,98.27,259.25,691.92,151.14,476.61,16.57,1.29,951.17,17.87,160.2,773.11,1098.58,294.95,59.85,13223.96,99.8712,78.4702,73.2389,0.076,0.020405
14.0,12.0,7.0,13285.0,30.53,98.56,291.19,684.09,158.97,479.16,14.02,1.29,975.28,15.32,160.2,799.77,1119.96,289.02,50.54,13190.26,93.3299,79.9971,159.9942,0.084303,0.021756
14.0,12.0,8.0,13475.0,30.55,98.55,294.07,683.9,159.16,479.05,14.13,1.29,977.98,15.43,160.2,802.35,1122.25,289.29,50.88,13190.24,93.5208,80.1607,140.2812,0.083284,0.021469
14.0,12.0,9.0,13665.0,30.55,98.53,294.63,683.93,159.13,478.9,14.28,1.29,978.56,15.57,160.2,802.79,1122.56,289.33,51.3,13190.62,93.5471,80.1832,124.7294,0.082149,0.021173
14.0,12.0,10.0,13855.0,30.55,98.51,295.11,683.95,159.11,478.64,14.55,1.29,979.05,15.84,160.2,803.02,1122.54,289.33,51.91,13191.24,93.5453,80.1817,112.2544,0.081021,0.020882
14.0,12.0,11.0,14045.0,30.55,98.51,295.11,683.95,159.11,478.64,14.55,1.29,979.05,15.84,160.2,803.02,1122.54,289.33,51.91,13191.24,93.5453,80.1817,102.0495,0.079925,0.0206
14.0,12.0,12.0,14235.0,30.55,98.51,295.11,683.95,159.11,478.64,14.55,1.29,979.05,15.84,160.2,803.02,1122.54,289.33,51.91,13191.24,93.5453,80.1817,93.5453,0.078858,0.020325
14.0,12.0,13.0,14425.0,30.55,98.51,295.11,683.95,159.11,478.64,14.55,1.29,979.05,15.84,160.2,803.02,1122.54,289.33,51.91,13191.24,93.5453,80.1817,86.3495,0.077819,0.020057
14.0,12.0,14.0,14615.0,30.55,98.51,295.11,683.95,159.11,478.64,14.55,1.29,979.05,15.84,160.2,803.02,1122.54,289.33,51.91,13191.24,93.5453,80.1817,80.1817,0.076808,0.019796
14.0,12.0,15.0,14805.0,30.55,98.51,295.11,683.95,159.11,478.64,14.55,1.29,979.05,15.84,160.2,803.02,1122.54,289.33,51.91,13191.24,93.5453,80.1817,74.8363,0.075822,0.019542
14.0,13.0,7.0,13635.0,31.86,98.76,323.0,676.67,166.39,480.85,12.33,1.29,999.67,13.62,160.2,825.85,1140.32,283.72,44.0,13159.71,87.7166,81.4511,162.9022,0.083632,0.020808
14.0,13.0,8.0,13825.0,31.91,98.73,328.1,676.12,166.94,480.53,12.66,1.29,1004.21,13.95,160.2,830.07,1143.66,284.32,45.0,13159.89,87.9735,81.6897,142.957,0.082724,0.020565
14.0,13.0,9.0,14015.0,31.92,98.72,330.39,675.97,167.09,480.47,12.72,1.29,1006.35,14.01,160.2,832.14,1145.52,284.47,45.18,13159.86,88.1168,81.8227,127.2798,0.081735,0.020297
14.0,13.0,10.0,14205.0,31.92,98.7,330.91,675.98,167.08,480.27,12.92,1.29,1006.89,14.21,160.2,832.48,1145.67,284.47,45.75,13160.43,88.1282,81.8333,114.5666,0.080652,0.020026
14.0,13.0,11.0,14395.0,31.92,98.69,331.27,675.98,167.08,480.06,13.13,1.29,1007.25,14.42,160.2,832.63,1145.61,284.47,46.22,13160.89,88.1236,81.8291,104.1461,0.079584,0.019762
14.0,13.0,12.0,14585.0,31.92,98.69,331.27,675.98,167.08,480.06,13.13,1.29,1007.25,14.42,160.2,832.63,1145.61,284.47,46.22,13160.89,88.1236,81.8291,95.4673,0.078547,0.019504
14.0,13.0,13.0,14775.0,31.92,98.69,331.27,675.98,167.08,480.06,13.13,1.29,1007.25,14.42,160.2,832.63,1145.61,284.47,46.22,13160.89,88.1236,81.8291,88.1236,0.077537,0.019253
14.0,13.0,14.0,14965.0,31.92,98.69,331.27,675.98,167.08,480.06,13.13,1.29,1007.25,14.42,160.2,832.63,1145.61,284.47,46.22,13160.89,88.1236,81.8291,81.8291,0.076552,0.019009
14.0,13.0,15.0,15155.0,31.92,98.69,331.27,675.98,167.08,480.06,13.13,1.29,1007.25,14.42,160.2,832.63,1145.61,284.47,46.22,13160.89,88.1236,81.8291,76.3738,0.075593,0.018771
14.0,14.0,7.0,13985.0,33.14,98.88,354.23,669.47,173.59,481.83,11.35,1.29,1023.7,12.64,160.2,850.85,1159.1,278.67,40.2,13132.67,82.7928,82.7928,165.5856,0.082882,0.019926
14.0,14.0,8.0,14175.0,33.22,98.86,360.26,668.54,174.52,481.66,11.53,1.29,1028.8,12.82,160.2,855.78,1162.92,279.62,40.76,13131.82,83.0657,83.0657,145.3651,0.08204,0.019726
14.0,14.0,9.0,14365.0,33.26,98.83,365.05,668.0,175.06,481.33,11.86,1.29,1033.05,13.15,160.2,859.71,1165.98,280.09,41.76,13132.12,83.2844,83.2844,129.5535,0.081168,0.019498
14.0,14.0,10.0,14555.0,33.27,98.83,366.78,667.87,175.19,481.32,11.87,1.29,1034.65,13.16,160.2,861.29,1167.42,280.18,41.8,13132.02,83.3871,83.3871,116.7419,0.080207,0.01925
14.0,14.0,11.0,14745.0,33.27,98.8,367.39,667.87,175.19,481.05,12.14,1.29,1035.26,13.43,160.2,861.63,1167.49,280.18,42.52,13132.74,83.392,83.392,106.1353,0.079179,0.019002
14.0,14.0,12.0,14935.0,33.27,98.8,367.63,667.87,175.19,480.91,12.28,1.29,1035.5,13.57,160.2,861.73,1167.45,280.18,42.83,13133.05,83.389,83.389,97.2872,0.078168,0.01876
14.0,14.0,13.0,15125.0,33.27,98.8,367.63,667.87,175.19,480.91,12.28,1.29,1035.5,13.57,160.2,861.73,1167.45,280.18,42.83,13133.05,83.389,83.389,89.8036,0.077187,0.018524
14.0,14.0,14.0,15315.0,33.27,98.8,367.63,667.87,175.19,480.91,12.28,1.29,1035.5,13.57,160.2,861.73,1167.45,280.18,42.83,13133.05,83.389,83.389,83.389,0.076229,0.018294
14.0,14.0,15.0,15505.0,33.27,98.8,367.63,667.87,175.19,480.91,12.28,1.29,1035.5,13.57,160.2,861.73,1167.45,280.18,42.83,13133.05,83.389,83.389,77.8298,0.075295,0.01807
14.0,15.0,8.0,14525.0,34.5,98.96,391.4,661.4,181.66,482.47,10.72,1.29,1052.8,12.01,160.2,880.59,1181.4,275.09,37.65,13105.6,78.76,84.3858,147.6751,0.081336,0.018939
14.0,15.0,9.0,14715.0,34.57,98.93,397.3,660.47,182.59,482.25,10.94,1.29,1057.76,12.23,160.2,885.33,1184.98,275.9,38.36,13105.02,78.9988,84.6416,131.6647,0.080529,0.018749
14.0,15.0,10.0,14905.0,34.61,98.91,401.75,659.92,183.14,481.95,11.23,1.29,1061.68,12.52,160.2,888.95,1187.77,276.28,39.25,13105.29,79.1848,84.8409,118.7773,0.07969,0.018536
14.0,15.0,11.0,15095.0,34.61,98.91,403.1,659.79,183.27,481.95,11.23,1.29,1062.89,12.52,160.2,890.16,1188.85,276.35,39.25,13105.17,79.2565,84.9177,108.0771,0.078758,0.018308
14.0,15.0,12.0,15285.0,34.61,98.88,403.79,659.79,183.27,481.62,11.57,1.29,1063.58,12.86,160.2,890.52,1188.87,276.35,40.11,13106.04,79.258,84.9193,99.0725,0.07778,0.01808
14.0,15.0,13.0,15475.0,34.61,98.87,403.92,659.79,183.27,481.54,11.64,1.29,1063.71,12.94,160.2,890.57,1188.85,276.35,40.28,13106.21,79.2565,84.9177,91.4498,0.076824,0.017858
14.0,15.0,14.0,15665.0,34.61,98.87,403.92,659.79,183.27,481.54,11.64,1.29,1063.71,12.94,160.2,890.57,1188.85,276.35,40.28,13106.21,79.2565,84.9177,84.9177,0.075892,0.017641
14.0,15.0,15.0,15855.0,34.61,98.87,403.92,659.79,183.27,481.54,11.64,1.29,1063.71,12.94,160.2,890.57,1188.85,276.35,40.28,13106.21,79.2565,84.9177,79.2565,0.074983,0.01743
15.0,8.0,8.0,12205.0,23.43,97.63,151.71,783.19,127.84,469.64,21.95,1.29,934.9,23.24,160.2,751.47,1093.27,320.31,80.43,14513.97,136.659,72.8848,136.659,0.089576,0.026244
15.0,8.0,9.0,12395.0,23.43,97.63,151.71,783.19,127.84,469.64,21.95,1.29,934.9,23.24,160.2,751.47,1093.27,320.31,80.43,14513.97,136.659,72.8848,121.4747,0.088203,0.025842
15.0,8.0,10.0,12585.0,23.43,97.63,151.71,783.19,127.84,469.64,21.95,1.29,934.9,23.24,160.2,751.47,1093.27,320.31,80.43,14513.97,136.659,72.8848,109.3272,0.086871,0.025452
15.0,8.0,11.0,12775.0,23.43,97.63,151.71,783.19,127.84,469.64,21.95,1.29,934.9,23.24,160.2,751.47,1093.27,320.31,80.43,14513.97,136.659,72.8848,99.3884,0.085579,0.025073
15.0,8.0,12.0,12965.0,23.43,97.63,151.71,783.19,127.84,469.64,21.95,1.29,934.9,23.24,160.2,751.47,1093.27,320.31,80.43,14513.97,136.659,72.8848,91.106,0.084325,0.024706
15.0,8.0,13.0,13155.0,23.43,97.63,151.71,783.19,127.84,469.64,21.95,1.29,934.9,23.24,160.2,751.47,1093.27,320.31,80.43,14513.97,136.659,72.8848,84.0979,0.083107,0.024349
15.0,8.0,14.0,13345.0,23.43,97.63,151.71,783.19,127.84,469.64,21.95,1.29,934.9,23.24,160.2,751.47,1093.27,320.31,80.43,14513.97,136.659,72.8848,78.0909,0.081924,0.024003
15.0,8.0,15.0,13535.0,23.43,97.63,151.71,783.19,127.84,469.64,21.95,1.29,934.9,23.24,160.2,751.47,1093.27,320.31,80.43,14513.97,136.659,72.8848,72.8848,0.080774,0.023666
15.0,9.0,8.0,12555.0,24.76,97.93,188.71,775.04,135.98,472.29,19.3,1.29,963.75,20.59,160.2,782.97,1119.28,311.03,70.61,14478.37,124.3642,74.6185,139.9098,0.08915,0.024773
15.0,9.0,9.0,12745.0,24.76,97.93,188.78,775.06,135.97,472.29,19.3,1.29,963.84,20.59,160.2,783.05,1119.38,311.09,70.61,14478.31,124.3756,74.6254,124.3756,0.087829,0.024409
15.0,9.0,10.0,12935.0,24.76,97.93,188.78,775.06,135.97,472.29,19.3,1.29,963.84,20.59,160.2,783.05,1119.38,311.09,70.61,14478.31,124.3756,74.6254,111.938,0.086539,0.02405
15.0,9.0,11.0,13125.0,24.76,97.93,188.78,775.06,135.97,472.29,19.3,1.29,963.84,20.59,160.2,783.05,1119.38,311.09,70.61,14478.31,124.3756,74.6254,101.7618,0.085286,0.023702
15.0,9.0,12.0,13315.0,24.76,97.93,188.78,775.06,135.97,472.29,19.3,1.29,963.84,20.59,160.2,783.05,1119.38,311.09,70.61,14478.31,124.3756,74.6254,93.2817,0.084069,0.023364
15.0,9.0,13.0,13505.0,24.76,97.93,188.78,775.06,135.97,472.29,19.3,1.29,963.84,20.59,160.2,783.05,1119.38,311.09,70.61,14478.31,124.3756,74.6254,86.1062,0.082886,0.023035
15.0,9.0,14.0,13695.0,24.76,97.93,188.78,775.06,135.97,472.29,19.3,1.29,963.84,20.59,160.2,783.05,1119.38,311.09,70.61,14478.31,124.3756,74.6254,79.9557,0.081736,0.022715
15.0,9.0,15.0,13885.0,24.76,97.93,188.78,775.06,135.97,472.29,19.3,1.29,963.84,20.59,160.2,783.05,1119.38,311.09,70.61,14478.31,124.3756,74.6254,74.6254,0.080618,0.022405
15.0,10.0,8.0,12905.0,26.08,98.21,225.46,766.85,144.17,474.67,16.92,1.29,992.32,18.21,160.2,813.91,1144.41,303.35,61.54,14443.79,114.4405,76.2937,143.0507,0.088679,0.023506
15.0,10.0,9.0,13095.0,26.08,98.21,225.57,766.88,144.15,474.67,16.92,1.29,992.46,18.21,160.2,814.05,1144.57,303.44,61.54,14443.69,114.4572,76.3048,127.1747,0.087405,0.023172
15.0,10.0,10.0,13285.0,26.08,98.21,225.57,766.91,144.12,474.67,16.92,1.29,992.48,18.21,160.2,814.07,1144.62,303.44,61.54,14443.69,114.4625,76.3083,114.4625,0.086159,0.022841
15.0,10.0,11.0,13475.0,26.08,98.21,225.57,766.91,144.12,474.67,16.92,1.29,992.48,18.21,160.2,814.07,1144.62,303.44,61.54,14443.69,114.4625,76.3083,104.0568,0.084944,0.022519
15.0,10.0,12.0,13665.0,26.08,98.21,225.57,766.91,144.12,474.67,16.92,1.29,992.48,18.21,160.2,814.07,1144.62,303.44,61.54,14443.69,114.4625,76.3083,95.3854,0.083763,0.022206
15.0,10.0,13.0,13855.0,26.08,98.21,225.57,766.91,144.12,474.67,16.92,1.29,992.48,18.21,160.2,814.07,1144.62,303.44,61.54,14443.69,114.4625,76.3083,88.0481,0.082615,0.021901
15.0,10.0,14.0,14045.0,26.08,98.21,225.57,766.91,144.12,474.67,16.92,1.29,992.48,18.21,160.2,814.07,1144.62,303.44,61.54,14443.69,114.4625,76.3083,81.7589,0.081497,0.021605
15.0,10.0,15.0,14235.0,26.08,98.21,225.57,766.91,144.12,474.67,16.92,1.29,992.48,18.21,160.2,814.07,1144.62,303.44,61.54,14443.69,114.4625,76.3083,76.3083,0.080409,0.021316
15.0,11.0,8.0,13255.0,27.38,98.49,261.49,758.66,152.36,477.07,14.52,1.29,1020.15,15.81,160.2,844.14,1168.84,296.77,52.75,14409.84,106.2582,77.9227,146.105,0.088181,0.022389
15.0,11.0,9.0,13445.0,27.38,98.46,262.19,758.69,152.34,476.75,14.84,1.29,1020.89,16.13,160.2,844.55,1168.97,296.85,53.53,14410.51,106.2696,77.931,129.885,0.086944,0.022079
15.0,11.0,10.0,13635.0,27.38,98.46,262.19,758.73,152.3,476.75,14.84,1.29,1020.92,16.13,160.2,844.59,1169.04,296.85,53.53,14410.51,106.2765,77.9361,116.9042,0.085738,0.021771
15.0,11.0,11.0,13825.0,27.38,98.46,262.19,758.74,152.29,476.75,14.84,1.29,1020.93,16.13,160.2,844.6,1169.06,296.85,53.53,14410.51,106.2779,77.9371,106.2779,0.084561,0.021472
15.0,11.0,12.0,14015.0,27.38,98.46,262.19,758.74,152.29,476.75,14.84,1.29,1020.93,16.13,160.2,844.6,1169.06,296.85,53.53,14410.51,106.2779,77.9371,97.4214,0.083415,0.021181
15.0,11.0,13.0,14205.0,27.38,98.46,262.19,758.74,152.29,476.75,14.84,1.29,1020.93,16.13,160.2,844.6,1169.06,296.85,53.53,14410.51,106.2779,77.9371,89.9275,0.082299,0.020898
15.0,11.0,14.0,14395.0,27.38,98.46,262.19,758.74,152.29,476.75,14.84,1.29,1020.93,16.13,160.2,844.6,1169.06,296.85,53.53,14410.51,106.2779,77.9371,83.5041,0.081213,0.020622
15.0,11.0,15.0,14585.0,27.38,98.46,262.19,758.74,152.29,476.75,14.84,1.29,1020.93,16.13,160.2,844.6,1169.06,296.85,53.53,14410.51,106.2779,77.9371,77.9371,0.080155,0.020353
15.0,12.0,8.0,13605.0,28.66,98.71,297.54,750.61,160.42,478.94,12.66,1.29,1048.15,13.94,160.2,874.0,1192.52,291.07,45.49,14377.7,99.3765,79.5012,149.0648,0.087653,0.021394
15.0,12.0,9.0,13795.0,28.67,98.7,298.2,750.61,160.42,478.79,12.8,1.29,1048.81,14.09,160.2,874.52,1192.89,291.17,45.9,14377.99,99.4079,79.5263,132.5438,0.086473,0.021107
15.0,12.0,10.0,13985.0,28.67,98.68,298.68,750.65,160.38,478.52,13.07,1.29,1049.33,14.36,160.2,874.78,1192.92,291.17,46.53,14378.61,99.41,79.528,119.2919,0.0853,0.02082
15.0,12.0,11.0,14175.0,28.67,98.68,298.68,750.66,160.37,478.52,13.07,1.29,1049.34,14.36,160.2,874.78,1192.94,291.17,46.53,14378.61,99.4115,79.5292,108.4489,0.084158,0.020541
15.0,12.0,12.0,14365.0,28.67,98.68,298.68,750.66,160.37,478.52,13.07,1.29,1049.34,14.36,160.2,874.78,1192.94,291.17,46.53,14378.61,99.4115,79.5292,99.4115,0.083045,0.020269
15.0,12.0,13.0,14555.0,28.67,98.68,298.68,750.66,160.37,478.52,13.07,1.29,1049.34,14.36,160.2,874.78,1192.94,291.17,46.53,14378.61,99.4115,79.5292,91.7645,0.081961,0.020004
15.0,12.0,14.0,14745.0,28.67,98.68,298.68,750.66,160.37,478.52,13.07,1.29,1049.34,14.36,160.2,874.78,1192.94,291.17,46.53,14378.61,99.4115,79.5292,85.2099,0.080905,0.019747
15.0,12.0,15.0,14935.0,28.67,98.68,298.68,750.66,160.37,478.52,13.07,1.29,1049.34,14.36,160.2,874.78,1192.94,291.17,46.53,14378.61,99.4115,79.5292,79.5292,0.079875,0.019496
15.0,13.0,8.0,13955.0,29.93,98.85,331.77,742.95,168.08,480.1,11.49,1.29,1074.72,12.78,160.2,901.74,1213.76,285.93,41.02,14348.77,93.3664,80.9175,151.7204,0.086977,0.02049
15.0,13.0,9.0,14145.0,29.94,98.84,334.21,742.77,168.26,480.03,11.56,1.29,1076.98,12.85,160.2,903.93,1215.7,286.15,41.23,14348.69,93.515,81.0464,135.0773,0.085945,0.02023
15.0,13.0,10.0,14335.0,29.94,98.83,334.73,742.8,168.22,479.83,11.76,1.29,1077.53,13.05,160.2,904.28,1215.89,286.15,41.79,14349.24,93.5301,81.0594,121.5891,0.08482,0.019962
15.0,13.0,11.0,14525.0,29.94,98.81,335.1,742.81,168.21,479.62,11.97,1.29,1077.91,13.26,160.2,904.45,1215.85,286.15,42.26,14349.72,93.527,81.0568,110.5319,0.083707,0.0197
15.0,13.0,12.0,14715.0,29.94,98.81,335.1,742.81,168.21,479.62,11.97,1.29,1077.91,13.26,160.2,904.45,1215.85,286.15,42.26,14349.72,93.527,81.0568,101.321,0.082627,0.019446
15.0,13.0,13.0,14905.0,29.94,98.81,335.1,742.81,168.21,479.62,11.97,1.29,1077.91,13.26,160.2,904.45,1215.85,286.15,42.26,14349.72,93.527,81.0568,93.527,0.081573,0.019198
15.0,13.0,14.0,15095.0,29.94,98.81,335.1,742.81,168.21,479.62,11.97,1.29,1077.91,13.26,160.2,904.45,1215.85,286.15,42.26,14349.72,93.527,81.0568,86.8465,0.080547,0.018957
15.0,13.0,15.0,15285.0,29.94,98.81,335.1,742.81,168.21,479.62,11.97,1.29,1077.91,13.26,160.2,904.45,1215.85,286.15,42.26,14349.72,93.527,81.0568,81.0568,0.079545,0.018721
15.0,14.0,8.0,14305.0,31.16,98.97,364.08,735.56,175.47,481.13,10.46,1.29,1099.64,11.75,160.2,927.69,1233.34,281.21,37.14,14320.93,88.096,82.2229,154.168,0.086218,0.019658
15.0,14.0,9.0,14495.0,31.2,98.94,368.95,735.02,176.0,480.8,10.79,1.29,1103.97,12.08,160.2,931.7,1236.49,281.71,38.14,14321.18,88.321,82.4329,137.3882,0.085305,0.019435
15.0,14.0,10.0,14685.0,31.21,98.94,370.74,734.89,176.14,480.78,10.81,1.29,1105.64,12.1,160.2,933.34,1237.99,281.81,38.2,14321.09,88.4277,82.5325,123.7987,0.084303,0.019191
15.0,14.0,11.0,14875.0,31.21,98.92,371.34,734.9,176.13,480.52,11.07,1.29,1106.25,12.36,160.2,933.69,1238.08,281.81,38.91,14321.8,88.4342,82.5386,112.5526,0.083232,0.018945
